driverId,eventType,longitude,latitude
29,Normal,-94.88,35.47
18,Normal,-94.57,39.15
19,Normal,-94.57,35.37
32,Normal,-90.07,35.1
17,Normal,-90.55,38.81
22,Normal,-88.42,41.11
31,Normal,-91.93,34.81
23,Normal,-89.52,40.7
19,Normal,-94.88,35.47
13,Normal,-91.94,41.71
17,Normal,-90.67,38.82
30,Normal,-91.94,41.71
31,Normal,-92.09,34.8
21,Normal,-91.78,42.23
12,Normal,-94.35,38.33
13,Normal,-92.19,41.74
17,Normal,-90.79,38.83
19,Normal,-95.3,35.64
17,Normal,-90.93,38.82
24,Normal,-94.59,39.1
23,Normal,-90.29,40.96
18,Normal,-94.28,39.53
25,Normal,-93.58,41.62
26,Normal,-95.69,36.25
10,Normal,-95.69,36.25
13,Normal,-92.74,41.75
32,Normal,-90.07,35.68
14,Normal,-91.47,41.74
27,Normal,-91.19,38.83
10,Normal,-95.99,36.17
20,Normal,-93.36,41.69
28,Normal,-94.36,39.37
31,Normal,-92.09,34.8
25,Normal,-93.36,41.69
14,Normal,-91.32,41.71
30,Normal,-93.04,41.71
29,Normal,-95.99,36.17
18,Normal,-94.25,39.73
20,Normal,-93.58,41.62
16,Normal,-90.2,38.65
26,Normal,-95.76,36.18
26,Normal,-95.99,36.17
22,Normal,-89.74,39.1
14,Normal,-90.7,41.62
30,Normal,-93.36,41.69
20,Normal,-93.36,41.69
29,Normal,-96.68,36.2
18,Normal,-94.15,39.77
21,Normal,-90.44,41.54
13,Normal,-93.36,41.69
25,Normal,-92.74,41.75
11,Normal,-93.04,41.71
19,Normal,-96.21,36.19
13,Normal,-93.58,41.62
30,Normal,-93.36,41.69
28,Normal,-94.15,39.77
19,Normal,-96.68,36.2
16,Normal,-89.63,39.84
28,Normal,-93.93,39.76
18,Normal,-93.33,39.77
15,Normal,-88.42,41.11
25,Normal,-91.94,41.71
20,Normal,-92.74,41.75
31,Normal,-90.68,35.12
22,Normal,-88.77,40.76
17,Normal,-92.38,38.98
10,Normal,-95.14,36.66
28,Normal,-93.33,39.77
21,Normal,-89.52,40.7
23,Normal,-91.63,41.72
29,Normal,-97.35,36.4
32,Normal,-90.35,38.43
16,Normal,-88.42,41.11
11,Normal,-91.59,41.7
13,Normal,-92.4,41.78
23,Normal,-91.47,41.74
31,Normal,-90.04,35.19
10,Normal,-94.83,36.84
20,Normal,-91.94,41.71
24,Normal,-89.91,40.86
15,Normal,-88.07,41.48
17,Normal,-92.85,38.93
13,Normal,-92.19,41.74
28,Normal,-92.74,39.76
24,Normal,-90.29,40.96
23,Normal,-91.32,41.71
22,Normal,-87.67,41.87
30,Normal,-91.94,41.71
20,Normal,-91.24,41.67
11,Normal,-90.64,41.56
15,Normal,-88.77,40.76
24,Normal,-90.44,41.54
17,Normal,-93.2,38.98
10,Normal,-94.23,37.09
32,Normal,-90.0,37.72
26,Normal,-93.69,37.16
18,Normal,-92.27,39.76
32,Normal,-90.24,38.0
25,Normal,-89.6,41.76
13,Normal,-90.82,41.66
31,Normal,-90.94,35.03
15,Normal,-89.17,40.38
12,Normal,-94.31,37.31
20,Normal,-90.64,41.56
12,Normal,-94.3,37.66
29,Normal,-97.36,37.69
11,Normal,-89.88,41.77
15,Normal,-89.74,39.1
24,Normal,-91.47,41.74
23,Normal,-90.29,40.96
22,Normal,-89.17,40.38
28,Normal,-92.07,39.71
13,Normal,-90.2,41.59
20,Normal,-89.88,41.77
29,Normal,-97.36,37.69
30,Normal,-90.2,41.59
17,Normal,-94.0,39.03
15,Normal,-90.2,38.65
11,Normal,-89.29,41.85
32,Normal,-89.65,36.37
26,Normal,-92.99,37.34
12,Normal,-94.38,38.67
18,Normal,-90.97,39.72
20,Normal,-89.6,41.76
24,Normal,-91.78,42.23
27,Normal,-94.31,39.04
32,Normal,-89.8,35.94
13,Normal,-89.29,41.85
25,Normal,-88.41,42.11
22,Normal,-90.2,38.65
17,Normal,-94.44,39.1
21,Normal,-91.78,42.23
28,Normal,-90.97,39.72
12,Normal,-94.38,38.99
14,Normal,-91.78,42.23
26,Normal,-92.61,37.7
15,Normal,-94.3,37.66
14,Normal,-91.63,41.72
10,Normal,-92.74,37.6
20,Normal,-91.93,34.81
19,Normal,-93.12,35.31
21,Normal,-87.67,41.87
13,Normal,-89.56,37.2
31,Normal,-94.35,38.33
13,Normal,-89.54,36.84
12,Normal,-92.19,41.74
23,Normal,-90.94,35.03
27,Normal,-91.33,38.87
23,Normal,-90.68,35.12
22,Normal,-90.44,41.54
30,Normal,-88.07,41.48
16,Normal,-90.7,41.62
31,Normal,-94.38,38.67
29,Normal,-94.22,35.5
24,Normal,-91.32,41.71
19,Normal,-93.92,35.53
10,Normal,-93.14,37.26
30,Normal,-87.67,41.87
21,Normal,-88.42,41.11
20,Normal,-92.31,34.78
28,Normal,-93.93,39.76
32,Normal,-90.24,38.0
31,Normal,-94.59,39.1
21,Normal,-89.17,40.38
23,Normal,-92.09,34.8
20,Normal,-90.04,35.19
12,Normal,-88.41,42.11
21,Normal,-88.77,40.76
11,Normal,-87.66,41.89
10,Normal,-95.69,36.25
14,Normal,-94.46,37.16
25,Normal,-88.02,42.04
19,Normal,-96.68,36.2
18,Normal,-94.25,39.73
16,Normal,-91.47,41.74
32,Normal,-87.67,41.87
24,Normal,-89.52,40.7
27,Normal,-93.85,39.01
26,Normal,-95.99,36.17
23,Normal,-92.31,34.78
22,Normal,-91.78,42.23
22,Normal,-91.78,42.23
27,Normal,-94.0,39.03
23,Normal,-92.09,34.8
15,Normal,-94.31,37.31
29,Normal,-97.34,36.63
28,Normal,-94.25,39.73
19,Normal,-97.14,36.41
23,Normal,-90.94,35.03
32,Normal,-89.74,39.1
25,Normal,-89.88,41.77
14,Normal,-94.59,39.1
15,Normal,-94.31,37.31
12,Normal,-89.29,41.85
25,Normal,-90.2,41.59
11,Normal,-90.2,41.59
27,Normal,-94.16,39.04
21,Normal,-89.74,39.1
16,Normal,-90.7,41.62
20,Normal,-92.09,34.8
15,Normal,-94.3,37.66
11,Normal,-90.64,41.56
17,Normal,-93.85,39.01
12,Normal,-89.6,41.76
25,Normal,-90.64,41.56
19,Normal,-97.36,37.69
18,Normal,-92.27,39.76
19,Normal,-97.32,37.48
29,Normal,-97.36,37.69
15,Normal,-94.35,38.33
11,Normal,-90.82,41.66
27,Normal,-93.65,39.0
11,Normal,-88.41,42.11
25,Normal,-88.02,42.04
24,Normal,-91.47,41.74
27,Normal,-94.31,39.04
10,Normal,-92.48,37.8
17,Normal,-94.44,39.1
30,Normal,-88.96,42.25
27,Normal,-94.16,39.04
26,Normal,-92.31,37.81
20,Normal,-88.41,42.11
21,Normal,-91.47,41.74
25,Normal,-87.66,41.89
32,Normal,-90.07,35.1
29,Normal,-97.35,36.4
23,Normal,-91.32,41.71
27,Normal,-93.85,39.01
29,Normal,-97.14,36.41
23,Normal,-91.47,41.74
13,Normal,-88.64,42.21
20,Normal,-88.02,42.04
31,Normal,-91.74,34.89
18,Normal,-90.24,39.72
17,Normal,-94.0,39.03
15,Normal,-94.38,38.99
25,Normal,-88.41,42.11
20,Normal,-87.66,41.89
30,Normal,-88.02,42.04
22,Normal,-91.32,41.71
28,Normal,-90.24,39.72
14,Normal,-90.44,41.54
17,Normal,-93.65,39.0
29,Normal,-96.68,36.2
20,Normal,-88.02,42.04
14,Normal,-90.29,40.96
10,Normal,-91.55,38.04
23,Normal,-91.78,42.23
17,Normal,-93.45,38.99
30,Normal,-87.66,41.89
24,Normal,-89.91,40.86
23,Normal,-91.78,42.23
12,Normal,-94.46,37.16
32,Normal,-89.54,36.84
16,Normal,-91.78,42.23
12,Normal,-94.58,37.03
14,Normal,-89.52,40.7
26,Normal,-91.3,38.14
16,Normal,-91.63,41.72
20,Normal,-88.64,42.21
28,Normal,-89.96,39.74
25,Normal,-89.29,41.85
15,Normal,-94.35,38.33
25,Normal,-89.6,41.76
23,Normal,-91.47,41.74
32,Normal,-89.71,37.47
18,Normal,-89.66,39.78
29,Normal,-95.76,36.08
24,Normal,-89.91,40.86
26,Normal,-90.86,38.46
28,Normal,-89.66,39.78
31,Normal,-90.04,35.19
12,Normal,-94.46,37.16
29,Normal,-95.56,35.97
23,Normal,-91.05,41.72
25,Normal,-90.2,41.59
27,Normal,-92.53,38.98
16,Normal,-91.47,41.74
17,Normal,-92.38,38.98
24,Normal,-90.44,41.54
15,Normal,-94.31,37.31
25,Normal,-90.64,41.56
24,Normal,-90.7,41.62
10,Normal,-90.53,38.51
27,Normal,-92.22,38.96
18,Normal,-90.14,39.76
11,Normal,-90.2,41.59
23,Normal,-90.44,41.54
21,Normal,-88.77,40.76
19,Normal,-95.42,35.87
31,Normal,-94.37,38.0
26,Normal,-90.18,38.64
21,Normal,-88.42,41.11
27,Normal,-92.03,38.97
22,Normal,-90.44,41.54
11,Normal,-90.82,41.66
28,Normal,-90.14,39.76
10,Normal,-90.18,38.64
24,Normal,-91.47,41.74
27,Normal,-91.74,38.94
31,Normal,-94.38,38.67
21,Normal,-87.67,41.87
17,Normal,-91.74,38.94
32,Normal,-90.35,38.43
15,Normal,-94.31,37.31
30,Normal,-90.82,41.66
20,Normal,-91.94,41.71
10,Normal,-90.18,38.64
26,Normal,-90.53,38.51
10,Normal,-90.34,38.58
15,Normal,-94.3,37.66
27,Normal,-91.19,38.83
25,Normal,-92.4,41.78
17,Normal,-91.19,38.83
11,Normal,-92.19,41.74
15,Normal,-94.37,38.0
20,Normal,-92.19,41.74
28,Normal,-90.63,39.7
12,Normal,-94.38,38.99
26,Normal,-91.07,38.31
20,Normal,-92.4,41.78
24,Normal,-91.47,41.74
15,Normal,-94.38,38.67
21,Normal,-89.17,40.38
31,Normal,-94.38,38.99
21,Normal,-88.77,40.76
12,Normal,-94.35,38.33
11,Normal,-92.74,41.75
14,Normal,-94.35,38.33
13,Normal,-92.19,41.74
27,Normal,-90.67,38.82
26,Normal,-91.3,38.14
21,Normal,-89.63,39.84
29,Normal,-92.87,35.25
16,Normal,-90.44,41.54
12,Normal,-94.37,38.0
18,Normal,-91.59,39.68
27,Normal,-90.55,38.81
10,Normal,-91.3,38.14
30,Normal,-92.74,41.75
28,Normal,-91.36,39.76
11,Normal,-93.58,41.62
19,Normal,-92.87,35.25
16,Normal,-90.7,41.62
17,Normal,-90.41,38.75
20,Normal,-93.58,41.62
22,Normal,-91.32,41.71
27,Normal,-90.21,38.65
25,Normal,-93.36,41.69
10,Normal,-91.55,38.04
21,Normal,-90.2,38.65
13,Normal,-93.36,41.69
14,Normal,-94.58,37.03
30,Normal,-93.36,41.69
30,Normal,-93.58,41.62
13,Normal,-93.58,41.62
24,Normal,-90.29,40.96
25,Normal,-93.04,41.71
23,Normal,-92.31,34.78
20,Normal,-90.37,35.21
17,Normal,-90.21,38.65
18,Normal,-92.42,39.76
30,Normal,-93.58,41.62
29,Normal,-92.25,34.92
22,Normal,-91.78,42.23
32,Normal,-90.24,35.35
10,Normal,-92.08,37.81
27,Normal,-90.55,38.81
13,Normal,-90.35,38.43
22,Normal,-91.78,42.23
25,Normal,-92.19,41.74
10,Normal,-92.31,37.81
28,Normal,-92.57,39.77
16,Normal,-91.78,42.23
20,Normal,-91.14,34.96
29,Normal,-92.87,35.25
19,Normal,-92.53,35.15
29,Normal,-93.12,35.31
10,Normal,-92.48,37.8
18,Normal,-92.94,39.77
15,Normal,-94.31,37.31
32,Normal,-89.65,36.37
12,Normal,-92.74,41.75
20,Normal,-91.74,34.89
14,Normal,-94.37,38.0
15,Normal,-94.46,37.16
16,Normal,-91.47,41.74
24,Normal,-90.44,41.54
18,Normal,-94.25,39.73
20,Normal,-92.09,34.8
15,Normal,-94.3,37.66
32,Normal,-90.35,38.43
29,Normal,-95.15,35.51
16,Normal,-89.91,40.86
28,Normal,-94.25,39.73
13,Normal,-90.24,35.35
26,Normal,-94.23,37.09
22,Normal,-89.52,40.7
29,Normal,-95.3,35.64
13,Normal,-90.07,35.1
19,Normal,-94.88,35.47
21,Normal,-89.63,39.84
14,Normal,-94.35,38.33
29,Normal,-95.42,35.87
25,Normal,-89.03,41.92
27,Normal,-92.53,38.98
13,Normal,-90.07,35.1
28,Normal,-94.28,39.53
25,Normal,-88.96,42.25
29,Normal,-95.56,35.97
26,Normal,-94.83,36.84
15,Normal,-94.38,38.99
11,Normal,-88.96,42.25
21,Normal,-90.2,38.65
27,Normal,-92.63,38.95
19,Normal,-95.42,35.87
32,Normal,-89.63,39.84
15,Normal,-94.59,39.1
24,Normal,-91.32,41.71
20,Normal,-90.68,35.12
16,Normal,-90.44,41.54
26,Normal,-95.35,36.47
29,Normal,-96.21,36.19
21,Normal,-90.2,38.65
28,Normal,-94.42,39.27
18,Normal,-94.42,39.27
15,Normal,-94.38,38.99
10,Normal,-95.35,36.47
22,Normal,-91.32,41.71
18,Normal,-94.57,39.15
28,Normal,-94.57,39.15
10,Normal,-95.14,36.66
31,Normal,-94.31,37.31
12,Normal,-88.96,42.25
19,Normal,-95.99,36.17
31,Normal,-94.46,37.16
12,Normal,-88.64,42.21
13,Normal,-90.35,38.43
24,Normal,-89.91,40.86
14,Normal,-94.35,38.33
26,Normal,-95.69,36.25
28,Normal,-94.15,39.77
19,Normal,-97.35,36.4
25,Normal,-89.03,41.92
11,Normal,-89.03,41.92
30,Normal,-87.67,41.87
15,Normal,-94.58,37.03
18,Normal,-93.33,39.77
16,Normal,-91.47,41.74
19,Normal,-97.37,36.79
23,Normal,-91.14,34.96
12,Normal,-88.96,42.25
10,Normal,-95.69,36.25
12,Normal,-88.64,42.21
15,Normal,-94.58,37.03
13,Normal,-90.35,38.43
16,Normal,-91.32,41.71
27,Normal,-94.31,39.04
19,Normal,-97.37,36.91
16,Normal,-89.91,40.86
32,Normal,-89.63,39.84
18,Normal,-92.07,39.71
19,Normal,-97.36,37.69
12,Normal,-90.64,41.56
23,Normal,-90.37,35.21
32,Normal,-89.17,40.38
19,Normal,-97.32,37.48
20,Normal,-91.38,34.83
26,Normal,-93.69,37.16
24,Normal,-91.63,41.72
25,Normal,-91.94,41.71
26,Normal,-93.34,37.21
25,Normal,-92.19,41.74
32,Normal,-88.77,40.76
12,Normal,-91.24,41.67
32,Normal,-88.42,41.11
14,Normal,-94.46,37.16
21,Normal,-88.77,40.76
17,Normal,-93.01,38.97
24,Normal,-91.47,41.74
15,Normal,-94.38,38.99
27,Normal,-92.85,38.93
24,Normal,-91.32,41.71
26,Normal,-92.99,37.34
20,Normal,-90.68,35.12
25,Normal,-92.74,41.75
19,Normal,-97.37,36.79
11,Normal,-92.4,41.78
29,Normal,-97.34,36.63
13,Normal,-90.07,35.1
23,Normal,-91.74,34.89
23,Normal,-91.38,34.83
10,Normal,-92.89,37.51
29,Normal,-97.35,36.4
20,Normal,-90.37,35.21
12,Normal,-92.4,41.78
24,Normal,-90.7,41.62
17,Normal,-92.38,38.98
11,Normal,-93.04,41.71
16,Normal,-91.05,41.72
13,Normal,-90.07,35.68
27,Normal,-92.38,38.98
11,Normal,-93.36,41.69
18,Normal,-90.63,39.7
19,Normal,-97.14,36.41
17,Normal,-91.19,38.83
28,Normal,-90.52,39.71
20,Normal,-91.59,41.7
27,Normal,-91.19,38.83
16,Normal,-91.63,41.72
18,Normal,-90.63,39.7
11,Normal,-88.07,41.48
22,Normal,-91.93,34.81
18,Normal,-90.52,39.71
24,Normal,-87.67,41.87
25,Normal,-89.8,35.94
21,Normal,-94.59,39.1
12,Normal,-90.07,35.68
16,Normal,-91.78,42.23
31,Normal,-94.59,39.1
28,Normal,-90.97,39.72
32,Normal,-92.09,34.8
21,Normal,-94.38,38.99
15,Normal,-92.31,34.78
29,Normal,-96.97,36.24
10,Normal,-91.55,38.04
12,Normal,-90.24,35.35
22,Normal,-92.31,34.78
25,Normal,-90.24,35.35
24,Normal,-88.77,40.76
26,Normal,-91.99,37.94
30,Normal,-90.2,41.59
16,Normal,-91.63,41.72
12,Normal,-90.07,35.1
21,Normal,-94.38,38.67
18,Normal,-91.36,39.76
11,Normal,-88.77,40.76
25,Normal,-90.07,35.1
31,Normal,-94.35,38.33
22,Normal,-91.74,34.89
24,Normal,-89.63,39.84
14,Normal,-94.35,38.33
29,Normal,-95.99,36.17
25,Normal,-90.24,35.35
13,Normal,-89.6,41.76
11,Normal,-89.63,39.84
21,Normal,-94.37,38.0
16,Normal,-91.05,41.72
28,Normal,-91.8,39.67
25,Normal,-90.07,35.68
13,Normal,-89.29,41.85
22,Normal,-91.14,34.96
28,Normal,-92.07,39.71
26,Normal,-92.61,37.7
27,Normal,-92.53,38.98
13,Normal,-89.03,41.92
12,Normal,-89.65,36.37
17,Normal,-92.85,38.93
30,Normal,-88.96,42.25
26,Normal,-92.74,37.6
32,Normal,-90.94,35.03
17,Normal,-93.01,38.97
27,Normal,-92.85,38.93
25,Normal,-89.54,36.84
16,Normal,-90.44,41.54
21,Normal,-94.46,37.16
20,Normal,-88.96,42.25
30,Normal,-88.41,42.11
23,Normal,-90.29,40.96
31,Normal,-94.58,37.03
26,Normal,-92.99,37.34
13,Normal,-88.41,42.11
14,Normal,-94.58,37.03
18,Normal,-92.74,39.76
16,Normal,-89.52,40.7
15,Normal,-90.37,35.21
12,Normal,-89.71,37.47
24,Normal,-89.17,40.38
15,Normal,-90.04,35.19
20,Normal,-88.02,42.04
18,Normal,-92.94,39.77
19,Normal,-94.88,35.47
25,Normal,-90.0,37.72
13,Normal,-87.66,41.89
27,Normal,-93.45,38.99
16,Normal,-89.52,40.7
24,Normal,-88.42,41.11
21,Normal,-94.31,37.31
14,Normal,-94.3,37.66
22,Normal,-90.37,35.21
19,Normal,-94.22,35.5
29,Normal,-94.22,35.5
20,Normal,-87.66,41.89
11,Normal,-88.42,41.11
14,Normal,-94.37,38.0
24,Normal,-88.07,41.48
12,Normal,-90.15,38.62
29,Normal,-93.61,35.51
16,Normal,-90.44,41.54
10,Normal,-93.96,37.08
20,Normal,-88.02,42.04
24,Normal,-87.67,41.87
12,Normal,-90.15,38.62
28,Normal,-93.93,39.76
19,Normal,-93.61,35.51
25,Normal,-90.15,38.62
24,Normal,-87.67,41.87
17,Normal,-94.44,39.1
22,Normal,-91.38,34.83
29,Normal,-93.12,35.31
13,Normal,-88.64,42.21
20,Normal,-88.64,42.21
13,Normal,-88.96,42.25
15,Normal,-91.38,34.83
18,Normal,-94.25,39.73
21,Normal,-94.38,38.99
11,Normal,-88.07,41.48
29,Normal,-92.87,35.25
31,Normal,-94.59,39.1
13,Normal,-89.03,41.92
10,Normal,-95.01,36.73
28,Normal,-94.24,39.63
25,Normal,-90.0,37.72
27,Normal,-94.44,39.1
15,Normal,-91.93,34.81
10,Normal,-95.14,36.66
13,Normal,-89.29,41.85
30,Normal,-89.6,41.76
28,Normal,-94.28,39.53
17,Normal,-94.0,39.03
32,Normal,-92.09,34.8
14,Normal,-94.38,38.67
32,Normal,-92.31,34.78
21,Normal,-94.38,38.99
22,Normal,-92.31,34.78
26,Normal,-95.69,36.25
16,Normal,-91.63,41.72
21,Normal,-94.35,38.33
29,Normal,-92.25,34.92
26,Normal,-95.5,36.37
15,Normal,-92.31,34.78
12,Normal,-89.8,35.94
25,Normal,-89.65,36.37
20,Normal,-89.88,41.77
11,Normal,-90.2,38.65
14,Normal,-94.35,38.33
18,Normal,-94.57,39.15
31,Normal,-94.3,37.66
26,Normal,-95.76,36.18
27,Normal,-93.85,39.01
21,Normal,-94.3,37.66
18,Normal,-94.57,39.15
14,Normal,-94.3,37.66
24,Normal,-90.2,38.65
18,Normal,-94.42,39.27
28,Normal,-94.42,39.27
19,Normal,-92.53,35.15
25,Normal,-90.07,35.68
10,Normal,-95.99,36.17
17,Normal,-93.01,38.97
22,Normal,-91.38,34.83
26,Normal,-95.76,36.18
31,Normal,-94.46,37.16
27,Normal,-93.2,38.98
13,Normal,-91.59,41.7
15,Normal,-91.38,34.83
22,Normal,-91.14,34.96
18,Normal,-94.28,39.53
12,Normal,-90.07,35.1
19,Normal,-93.12,35.31
17,Normal,-92.63,38.95
10,Normal,-95.69,36.25
23,Normal,-90.44,41.54
26,Normal,-95.5,36.37
28,Normal,-94.24,39.63
30,Normal,-92.19,41.74
20,Normal,-92.19,41.74
16,Normal,-90.44,41.54
12,Normal,-90.07,35.68
14,Normal,-94.3,37.66
30,Normal,-91.24,41.67
32,Normal,-92.31,34.78
27,Normal,-90.55,38.81
29,Normal,-97.14,36.41
20,Normal,-91.24,41.67
24,Normal,-89.17,40.38
12,Normal,-89.71,37.47
15,Normal,-92.31,34.78
26,Normal,-92.31,37.81
23,Normal,-91.47,41.74
20,Normal,-90.82,41.66
24,Normal,-88.77,40.76
15,Normal,-92.09,34.8
27,Normal,-90.21,38.65
21,Normal,-94.46,37.16
22,Normal,-91.74,34.89
21,Normal,-94.58,37.03
17,Normal,-90.55,38.81
28,Normal,-91.2,39.75
28,Normal,-90.97,39.72
11,Normal,-88.77,40.76
21,Normal,-94.58,37.03
23,Normal,-91.05,41.72
25,Normal,-89.56,37.2
13,Normal,-90.2,41.59
10,Normal,-90.69,38.5
29,Normal,-97.32,37.15
30,Normal,-87.66,41.89
13,Normal,-87.66,41.89
31,Normal,-94.59,39.1
25,Normal,-89.8,35.94
26,Normal,-90.18,38.64
22,Normal,-91.14,34.96
14,Normal,-94.38,38.99
18,Normal,-89.66,39.78
14,Normal,-94.38,38.67
24,Normal,-89.74,39.1
17,Normal,-92.38,38.98
31,Normal,-94.38,38.67
15,Normal,-91.14,34.96
16,Normal,-91.05,41.72
11,Normal,-89.74,39.1
10,Normal,-90.18,38.64
23,Normal,-91.32,41.71
27,Normal,-92.38,38.98
19,Normal,-97.37,36.79
24,Normal,-89.17,40.38
32,Normal,-91.93,34.81
30,Normal,-88.64,42.21
10,Normal,-90.18,38.64
16,Normal,-90.44,41.54
18,Normal,-91.36,39.76
32,Normal,-90.94,35.03
29,Normal,-95.3,35.64
23,Normal,-90.29,40.96
10,Normal,-91.69,37.99
27,Normal,-94.31,39.04
26,Normal,-92.08,37.81
11,Normal,-89.63,39.84
17,Normal,-94.44,39.1
14,Normal,-94.38,38.67
29,Normal,-95.15,35.51
32,Normal,-90.37,35.21
24,Normal,-89.74,39.1
17,Normal,-94.31,39.04
28,Normal,-91.59,39.68
23,Normal,-89.52,40.7
31,Normal,-94.38,38.99
20,Normal,-92.4,41.78
29,Normal,-94.57,35.37
10,Normal,-92.31,37.81
16,Normal,-89.52,40.7
27,Normal,-94.44,39.1
20,Normal,-92.74,41.75
18,Normal,-92.27,39.76
13,Normal,-92.4,41.78
12,Normal,-89.56,37.2
19,Normal,-92.25,34.92
23,Normal,-91.78,42.23
30,Normal,-91.94,41.71
27,Normal,-92.53,38.98
10,Normal,-94.54,37.02
15,Normal,-92.31,34.78
30,Normal,-91.59,41.7
23,Normal,-91.78,42.23
22,Normal,-92.09,34.8
24,Normal,-92.31,34.78
12,Normal,-90.0,37.72
19,Normal,-92.25,34.75
28,Normal,-94.25,39.73
25,Normal,-89.71,37.47
24,Normal,-92.09,34.8
18,Normal,-94.28,39.53
23,Normal,-91.47,41.74
19,Normal,-92.25,34.92
10,Normal,-95.01,36.73
29,Normal,-92.87,35.25
20,Normal,-90.82,41.66
27,Normal,-92.03,38.97
15,Normal,-91.74,34.89
21,Normal,-89.63,39.84
23,Normal,-91.32,41.71
20,Normal,-90.64,41.56
23,Normal,-91.05,41.72
16,Normal,-91.05,41.72
27,Normal,-91.74,38.94
27,Normal,-91.56,38.93
17,Normal,-91.33,38.87
21,Normal,-88.77,40.76
18,Normal,-94.57,39.15
15,Normal,-91.14,34.96
31,Normal,-88.42,41.11
11,Normal,-89.03,41.92
24,Normal,-91.14,34.96
12,Normal,-90.35,38.43
13,Normal,-90.2,41.59
15,Normal,-90.94,35.03
30,Normal,-89.88,41.77
32,Normal,-90.68,35.12
21,Normal,-88.07,41.48
11,Normal,-88.96,42.25
28,Normal,-94.57,39.15
30,Normal,-89.6,41.76
31,Normal,-87.67,41.87
25,Normal,-90.35,38.43
23,Normal,-90.0,37.72
29,Normal,-95.56,35.97
17,Normal,-90.21,38.65
15,Normal,-90.44,41.54
25,Normal,-89.65,36.37
19,Normal,-95.42,35.87
22,Normal,-91.14,34.96
25,Normal,-89.8,35.94
14,Normal,-90.7,41.62
23,Normal,-89.56,37.2
20,Normal,-87.66,41.89
27,Normal,-90.21,38.65
18,Normal,-93.33,39.77
22,Normal,-91.38,34.83
32,Normal,-91.32,41.71
18,Normal,-93.13,39.78
24,Normal,-91.38,34.83
14,Normal,-90.44,41.54
26,Normal,-94.54,37.02
17,Normal,-90.67,38.82
15,Normal,-91.32,41.71
18,Normal,-92.94,39.77
21,Normal,-90.2,38.65
24,Normal,-91.74,34.89
12,Normal,-90.07,35.1
11,Normal,-90.82,41.66
14,Normal,-90.29,40.96
30,Normal,-89.6,41.76
27,Normal,-91.33,38.87
32,Normal,-91.32,41.71
18,Normal,-91.8,39.67
10,Normal,-93.14,37.26
22,Normal,-91.38,34.83
11,Normal,-91.24,41.67
24,Normal,-91.74,34.89
10,Normal,-92.99,37.34
24,Normal,-91.93,34.81
22,Normal,-91.14,34.96
19,Normal,-97.37,36.79
25,Normal,-89.71,37.47
18,Normal,-91.2,39.75
22,Normal,-90.94,35.03
27,Normal,-91.56,38.93
11,Normal,-91.59,41.7
28,Normal,-91.8,39.67
31,Normal,-87.67,41.87
23,Normal,-89.8,35.94
21,Normal,-87.67,41.87
26,Normal,-92.61,37.7
31,Normal,-88.07,41.48
24,Normal,-90.29,40.96
21,Normal,-88.07,41.48
28,Normal,-90.79,39.69
13,Normal,-89.8,35.94
17,Normal,-92.03,38.97
11,Normal,-93.58,41.62
21,Normal,-88.42,41.11
17,Normal,-91.74,38.94
16,Normal,-91.47,41.74
25,Normal,-93.36,41.69
32,Normal,-89.63,39.84
25,Normal,-93.04,41.71
17,Normal,-90.21,38.65
14,Normal,-94.58,37.03
11,Normal,-90.2,38.65
22,Normal,-90.04,35.19
16,Normal,-89.91,40.86
10,Normal,-90.18,38.64
29,Normal,-97.32,37.48
14,Normal,-94.46,37.16
19,Normal,-97.32,37.48
26,Normal,-90.34,38.58
15,Normal,-90.37,35.21
26,Normal,-90.53,38.51
17,Normal,-90.55,38.81
23,Normal,-90.29,40.96
30,Normal,-93.04,41.71
25,Normal,-90.24,38.0
10,Normal,-90.53,38.51
22,Normal,-90.94,35.03
14,Normal,-94.3,37.66
20,Normal,-92.74,41.75
31,Normal,-94.3,37.66
30,Normal,-92.74,41.75
24,Normal,-88.77,40.76
14,Normal,-94.37,38.0
18,Normal,-90.24,39.72
28,Normal,-90.24,39.72
27,Normal,-90.79,38.83
26,Normal,-91.07,38.31
21,Normal,-94.35,38.33
19,Normal,-97.37,36.91
18,Normal,-90.24,39.72
25,Normal,-89.56,37.2
16,Normal,-91.05,41.72
12,Normal,-89.54,36.84
21,Normal,-94.38,38.67
28,Normal,-90.37,39.71
18,Normal,-90.37,39.71
20,Normal,-91.94,41.71
17,Normal,-92.38,38.98
28,Normal,-94.25,39.73
15,Normal,-90.68,35.12
21,Normal,-94.46,37.16
13,Normal,-92.4,41.78
21,Normal,-94.31,37.31
23,Normal,-89.52,40.7
14,Normal,-94.3,37.66
17,Normal,-92.03,38.97
24,Normal,-87.67,41.87
25,Normal,-90.07,35.68
19,Normal,-93.92,35.53
15,Normal,-90.37,35.21
19,Normal,-94.57,35.37
17,Normal,-91.74,38.94
25,Normal,-89.8,35.94
29,Normal,-95.15,35.51
21,Normal,-94.3,37.66
29,Normal,-94.88,35.47
25,Normal,-89.65,36.37
27,Normal,-92.22,38.96
31,Normal,-94.35,38.33
19,Normal,-94.88,35.47
15,Normal,-90.37,35.21
24,Normal,-88.42,41.11
17,Normal,-91.56,38.93
16,Normal,-89.91,40.86
